sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,totalSwimmingStrokeCount,totalFlightsClimbed,HKExternalUUID,HKWeatherTemperature,HKTimeZone,HKWeatherHumidity,HKElevationAscended,HKIndoorWorkout,HKAverageMETs
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-13 16:21:34 +0000,2021-07-13 17:00:20 +0000,Running,2235.5135031938553,sec,630.948 kcal,8076.84 m,,,,,America/New_York,,3078 cm,0,12.8411 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-15 15:29:21 +0000,2021-07-15 16:11:22 +0000,Running,2402.4861775636673,sec,663.228 kcal,8211.39 m,,,,,America/New_York,,2720 cm,0,12.6536 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-18 15:19:26 +0000,2021-07-18 16:23:59 +0000,Running,3736.7142602205276,sec,1018.96 kcal,12945.5 m,,,,,America/New_York,,3250 cm,0,12.4361 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-20 16:05:29 +0000,2021-07-20 16:44:48 +0000,Running,2318.6024001836777,sec,649.345 kcal,8061.94 m,,,,,America/New_York,,3096 cm,0,12.9389 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-22 15:16:52 +0000,2021-07-22 15:54:00 +0000,Running,2210.1973361968994,sec,643.549 kcal,8081.3 m,,,,,America/New_York,,2606 cm,0,13.6168 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-24 19:26:18 +0000,2021-07-24 20:07:14 +0000,Running,2454.894951939583,sec,670.948 kcal,8088.9 m,,,,,America/Los_Angeles,,12599 cm,0,12.7165 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-27 21:37:56 +0000,2021-07-27 22:18:52 +0000,Running,2456.091000199318,sec,710.639 kcal,8079.02 m,,,,,America/Los_Angeles,,12412 cm,0,13.2527 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-07-30 19:53:16 +0000,2021-07-30 20:34:46 +0000,Running,2489.3255620002747,sec,716.92 kcal,8077.01 m,,,,,America/Los_Angeles,,12273 cm,0,13.2259 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-08-01 19:19:47 +0000,2021-08-01 20:02:53 +0000,Running,2584.5371609926224,sec,709.633 kcal,8146.26 m,,,,,America/Los_Angeles,,12598 cm,0,12.622 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-08-05 19:18:40 +0000,2021-08-05 20:01:07 +0000,Running,2545.623732328415,sec,683.25 kcal,8132.37 m,,,,,America/Los_Angeles,,12633 cm,0,12.4338 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-08-08 15:39:00 +0000,2021-08-08 16:34:42 +0000,Running,3245.7901355028152,sec,843.469 kcal,10850.3 m,,,,,America/Los_Angeles,,7454 cm,0,12.3202 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-08-10 18:08:35 +0000,2021-08-10 18:49:05 +0000,Running,2429.4185289144516,sec,677.994 kcal,8147.13 m,,,,,America/Los_Angeles,,13003 cm,0,12.9455 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.5,"Watch3,4","<<HKDevice: 0x283271270>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.5>",2021-08-12 15:45:10 +0000,2021-08-12 16:26:32 +0000,Running,2368.1240599155426,sec,655.672 kcal,8068.09 m,,,,,America/New_York,,3031 cm,0,12.5464 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283271d10>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-14 18:03:22 +0000,2021-08-14 18:46:07 +0000,Running,2373.9393521547318,sec,669.534 kcal,8068.84 m,,,,,America/New_York,,3245 cm,0,12.3976 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-16 16:19:18 +0000,2021-08-16 17:00:18 +0000,Running,2208.979996204376,sec,624.963 kcal,8121.77 m,,,,,America/New_York,,2792 cm,0,12.5031 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-18 15:52:24 +0000,2021-08-18 16:30:49 +0000,Running,2221.3207119703293,sec,614.211 kcal,8072.77 m,,,,,America/New_York,,3158 cm,0,12.9866 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-21 14:46:28 +0000,2021-08-21 15:53:40 +0000,Running,3867.5242290496826,sec,1039.93 kcal,12911 m,,,,,America/New_York,,3279 cm,0,12.5817 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-24 17:26:45 +0000,2021-08-24 18:03:53 +0000,Running,2215.44279897213,sec,621.845 kcal,8109.08 m,,,,,America/New_York,,2836 cm,0,13.3738 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-26 15:15:07 +0000,2021-08-26 16:04:38 +0000,Running,2816.4850591421127,sec,780.853 kcal,9671.79 m,,,,,America/New_York,,3053 cm,0,12.7938 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-28 18:45:32 +0000,2021-08-28 19:50:55 +0000,Running,3782.9797189235687,sec,970.899 kcal,13096.2 m,,,,,America/New_York,,3719 cm,0,12.3174 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-08-31 19:26:29 +0000,2021-08-31 20:07:12 +0000,Running,2219.466724395752,sec,619.216 kcal,8077.96 m,,,,,America/New_York,,3469 cm,0,12.6237 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-02 16:06:21 +0000,2021-09-02 16:45:56 +0000,Running,2200.9097133874893,sec,614.421 kcal,8082.04 m,,,,,America/New_York,,2581 cm,0,12.8593 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-05 15:56:17 +0000,2021-09-05 16:35:18 +0000,Running,2273.4544097185135,sec,609.755 kcal,8091.58 m,,,,,America/New_York,,3100 cm,0,12.9746 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-08 16:31:07 +0000,2021-09-08 17:11:00 +0000,Running,2248.7450107336044,sec,609.695 kcal,8073.29 m,,,,,America/New_York,,4052 cm,0,12.6458 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-10 16:08:54 +0000,2021-09-10 16:45:36 +0000,Running,2127.3245782852173,sec,609.289 kcal,8077.26 m,,,,,America/New_York,,2820 cm,0,13.6713 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-19 17:52:00 +0000,2021-09-19 18:49:51 +0000,Running,3373.8366268873215,sec,930.471 kcal,11751.6 m,,,,,America/New_York,,3401 cm,0,13.2894 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-21 14:41:41 +0000,2021-09-21 15:20:16 +0000,Running,2246.931760072708,sec,628.722 kcal,8108.12 m,,,,,America/New_York,,3101 cm,0,13.4316 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-23 16:14:13 +0000,2021-09-23 16:52:06 +0000,Running,2175.4528445005417,sec,624.948 kcal,8165.43 m,,,,,America/New_York,,3303 cm,0,13.6254 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,7.6.1,"Watch3,4","<<HKDevice: 0x283209ef0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:7.6.1>",2021-09-25 15:41:16 +0000,2021-09-25 16:52:11 +0000,Running,4131.532691001892,sec,1078.58 kcal,14672.3 m,,,,,America/New_York,,3295 cm,0,12.7237 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-09-27 16:12:38 +0000,2021-09-27 16:48:59 +0000,Running,2149.0640386343002,sec,597.798 kcal,8070.41 m,,,,,America/New_York,,3508 cm,0,13.566 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-09-29 16:15:52 +0000,2021-09-29 16:54:27 +0000,Running,2249.828230023384,sec,607.919 kcal,8095.38 m,,,,,America/New_York,,2991 cm,0,13.0629 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-01 14:35:00 +0000,2021-10-01 15:15:06 +0000,Running,2376.393777489662,sec,601.107 kcal,8095.19 m,,,,,America/New_York,,3278 cm,0,12.5705 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-03 15:25:08 +0000,2021-10-03 16:44:33 +0000,Running,4660.826196908951,sec,1190.85 kcal,16133.3 m,,,,,America/New_York,,3658 cm,0,12.376 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-05 16:04:45 +0000,2021-10-05 16:56:25 +0000,Running,3017.323264837265,sec,759.736 kcal,10566.9 m,,,,,America/New_York,,3060 cm,0,12.3052 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-07 16:35:25 +0000,2021-10-07 17:25:56 +0000,Running,2990.549945950508,sec,765.95 kcal,10488.9 m,,,,,America/New_York,,2912 cm,0,12.612 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-13 15:41:59 +0000,2021-10-13 16:33:47 +0000,Running,2964.670934200287,sec,782.37 kcal,10531.9 m,,,,,America/New_York,,2582 cm,0,12.6913 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-15 16:13:41 +0000,2021-10-15 16:52:41 +0000,Running,2217.7788537740707,sec,604.072 kcal,8095.87 m,,,,,America/New_York,,3229 cm,0,12.8974 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-17 15:18:26 +0000,2021-10-17 16:44:17 +0000,Running,4983.346220254898,sec,1303.82 kcal,17774.6 m,,,,,America/New_York,,4159 cm,0,12.6453 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-19 09:32:54 +0000,2021-10-19 10:19:51 +0000,Running,2704.579345703125,sec,687.924 kcal,8440.8 m,,,,,America/New_York,,11774 cm,0,12.1326 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.0,"Watch3,4","<<HKDevice: 0x283272e40>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.0>",2021-10-23 16:09:19 +0000,2021-10-23 17:00:08 +0000,Running,2833.343894124031,sec,776.642 kcal,10553.2 m,,,,,America/New_York,,2928 cm,0,12.9561 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-01 16:12:00 +0000,2021-11-01 16:50:35 +0000,Running,2274.972165465355,sec,600.543 kcal,8078.68 m,,,,,America/New_York,,3926 cm,0,12.9281 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-03 16:34:16 +0000,2021-11-03 17:24:28 +0000,Running,2940.2795379161835,sec,775.851 kcal,10542.8 m,,,,,America/New_York,,3388 cm,0,12.7149 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-05 15:55:38 +0000,2021-11-05 16:46:53 +0000,Running,2946.6681752204895,sec,774.253 kcal,10542 m,,,,,America/New_York,,3130 cm,0,12.5731 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-06 15:03:03 +0000,2021-11-06 16:21:59 +0000,Running,4501.02015209198,sec,1189.68 kcal,16123.9 m,,,,,America/New_York,,4461 cm,0,12.6353 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-08 17:20:07 +0000,2021-11-08 18:09:32 +0000,Running,2905.1991102695465,sec,761.267 kcal,10508.1 m,,,,,America/New_York,,2710 cm,0,12.7003 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-10 16:55:08 +0000,2021-11-10 17:51:14 +0000,Running,3217.3721594810486,sec,853.358 kcal,11644.5 m,,,,,America/New_York,,3543 cm,0,12.671 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-13 16:13:37 +0000,2021-11-13 17:41:15 +0000,Running,5044.58785533905,sec,1304.65 kcal,17726.3 m,,,,,America/New_York,,4532 cm,0,12.3993 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-15 17:21:28 +0000,2021-11-15 18:12:05 +0000,Running,2894.2969559431076,sec,759.702 kcal,10519.2 m,,,,,America/New_York,,3363 cm,0,12.7133 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-17 17:12:38 +0000,2021-11-17 18:07:06 +0000,Running,3205.152704358101,sec,847.126 kcal,11625.5 m,,,,,America/New_York,,3571 cm,0,12.986 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-19 16:30:53 +0000,2021-11-19 17:25:24 +0000,Running,3151.8588832616806,sec,835.137 kcal,11559.1 m,,,,,America/New_York,,3505 cm,0,12.8708 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-11-25 16:11:58 +0000,2021-11-25 18:09:02 +0000,Running,6654.220405697823,sec,1583.42 kcal,21420.4 m,,,,,America/New_York,,10379 cm,0,11.4765 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-01 16:29:31 +0000,2021-12-01 17:24:30 +0000,Running,3185.105846762657,sec,853.46 kcal,11613.6 m,,,,,America/New_York,,3380 cm,0,12.9882 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-03 16:33:54 +0000,2021-12-03 17:28:22 +0000,Running,3217.026463866234,sec,857.189 kcal,11598.9 m,,,,,America/New_York,,3582 cm,0,12.9115 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-05 16:46:23 +0000,2021-12-05 18:04:22 +0000,Running,4562.387201786041,sec,1197.95 kcal,16161.7 m,,,,,America/New_York,,4927 cm,0,12.691 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-07 16:40:26 +0000,2021-12-07 17:36:26 +0000,Running,3286.851500749588,sec,871.011 kcal,11654.6 m,,,,,America/New_York,,4211 cm,0,12.88 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-17 20:31:25 +0000,2021-12-17 21:15:07 +0000,Running,2622.3531930446625,sec,673.322 kcal,8069.21 m,,,,,America/Los_Angeles,,13458 cm,0,12.6893 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-21 20:29:26 +0000,2021-12-21 21:09:23 +0000,Running,2397.4212650060654,sec,645.645 kcal,8070.04 m,,,,,America/Los_Angeles,,12817 cm,0,13.0844 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283272d50>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-26 19:41:54 +0000,2021-12-26 20:22:25 +0000,Running,2431.15481197834,sec,654.763 kcal,8143.57 m,,,,,America/Los_Angeles,,15238 cm,0,13.069 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.1,"Watch3,4","<<HKDevice: 0x283209860>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.1>",2021-12-28 19:50:39 +0000,2021-12-28 20:39:20 +0000,Running,2920.541862010956,sec,777.257 kcal,9705.55 m,,,,,America/Los_Angeles,,17647 cm,0,13.146 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.3,"Watch3,4","<<HKDevice: 0x283209680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.3>",2021-12-31 18:09:20 +0000,2021-12-31 18:59:04 +0000,Running,2983.8215519189835,sec,780.496 kcal,9713.83 m,,,,,America/Los_Angeles,,16640 cm,0,12.9458 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.3,"Watch3,4","<<HKDevice: 0x283209680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.3>",2022-01-04 20:00:00 +0000,2022-01-04 20:10:10 +0000,Running,609.6779379844666,sec,167.885 kcal,2079.07 m,,,,,America/Los_Angeles,,4444 cm,0,13.2529 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.3,"Watch3,4","<<HKDevice: 0x283209680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.3>",2022-01-04 20:26:06 +0000,2022-01-04 20:37:28 +0000,Running,681.487401008606,sec,159.006 kcal,2099.39 m,,,,,America/Los_Angeles,,1121 cm,0,11.856 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.4.2,"Watch3,4","<<HKDevice: 0x283209540>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.4.2>",2022-03-07 20:01:30 +0000,2022-03-07 20:22:31 +0000,Running,1260.7062590122223,sec,380.833 kcal,5138.77 m,,,,,America/New_York,,811 cm,0,14.2816 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.4.2,"Watch3,4","<<HKDevice: 0x283209540>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.4.2>",2022-03-26 15:47:56 +0000,2022-03-26 16:00:21 +0000,Running,744.525552034378,sec,205.254 kcal,2747.15 m,,,,,America/New_York,,568 cm,0,12.9871 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.4.2,"Watch3,4","<<HKDevice: 0x283209540>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.4.2>",2022-03-31 14:09:08 +0000,2022-03-31 14:31:33 +0000,Running,1345.6025290489197,sec,388.15 kcal,5140.02 m,,,,,America/New_York,,1082 cm,0,13.0856 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.4.2,"Watch3,4","<<HKDevice: 0x283209540>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.4.2>",2022-04-05 15:57:20 +0000,2022-04-05 16:35:38 +0000,Running,2254.209522485733,sec,623.196 kcal,8087.19 m,,,,,America/New_York,,3152 cm,0,12.8799 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,8.4.2,"Watch3,4","<<HKDevice: 0x283209540>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:8.4.2>",2022-04-16 18:16:27 +0000,2022-04-16 18:56:37 +0000,Running,2409.2186889648438,sec,684.863 kcal,8098.84 m,,,,,America/Los_Angeles,,14123 cm,0,13.2928 kcal/hr·kg
